districtname,aun,dataelement,displayvalue
Bradford Area SD,109420803,District Name,Bradford Area SD
Bradford Area SD,109420803,District Zip Code,16701
Bradford Area SD,109420803,Economically Disadvantaged,62.58
Bradford Area SD,109420803,English Learner,0.46
Bradford Area SD,109420803,Enrollment in Partnering Career and Technical Center(s),NA
Bradford Area SD,109420803,Female,47.44
Bradford Area SD,109420803,Foster Care,2.62
Bradford Area SD,109420803,Geographic Size of District (Square Miles),253.52
Bradford Area SD,109420803,Grades Offered,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Bradford Area SD,109420803,Hispanic ,2.54
Bradford Area SD,109420803,Homeless,2.13
Bradford Area SD,109420803,Intermediate Unit Name,Seneca Highlands IU 9
Bradford Area SD,109420803,Intermediate Unit Website,http://www.iu9.org
Bradford Area SD,109420803,Male,52.56
Bradford Area SD,109420803,Military Connected,0.04
Bradford Area SD,109420803,Native Hawaiian or other Pacific Islander ,0.23
Bradford Area SD,109420803,Number of Schools,4
Bradford Area SD,109420803,Percent of Gifted Students,2.09
Bradford Area SD,109420803,Special Education,15.83
Bradford Area SD,109420803,Telephone Number,814-362-3841
Bradford Area SD,109420803,Website,http://www.bradfordareaschools.org
Bradford Area SD,109420803,White ,92.22
Brandywine Heights Area SD,114060853,2 or More Races,1.54
Brandywine Heights Area SD,114060853,American Indian/Alaskan Native ,0.14
Brandywine Heights Area SD,114060853,Asian ,0.84
Brandywine Heights Area SD,114060853,Black/African American ,0.84
Brandywine Heights Area SD,114060853,Career and Technical Center Name,Berks CTC
Brandywine Heights Area SD,114060853,Career and Technical Center Website,http://www.berkscareer.com
Brandywine Heights Area SD,114060853,Charter School Enrollment,28
Brandywine Heights Area SD,114060853,District Address (City),Topton
Brandywine Heights Area SD,114060853,District Address (State),PA
Brandywine Heights Area SD,114060853,District Address (Street),200 W Weis St
Brandywine Heights Area SD,114060853,District Enrollment,1427
Brandywine Heights Area SD,114060853,District Name,Brandywine Heights Area SD
Brandywine Heights Area SD,114060853,District Zip Code,19562
Brandywine Heights Area SD,114060853,Economically Disadvantaged,34.2
Brandywine Heights Area SD,114060853,English Learner,0.77
Brandywine Heights Area SD,114060853,Enrollment in Partnering Career and Technical Center(s),85
Brandywine Heights Area SD,114060853,Female,47.58
Brandywine Heights Area SD,114060853,Foster Care,0.56
Brandywine Heights Area SD,114060853,Geographic Size of District (Square Miles),52.17
Brandywine Heights Area SD,114060853,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Brandywine Heights Area SD,114060853,Hispanic ,5.61
Brandywine Heights Area SD,114060853,Homeless,1.33
Brandywine Heights Area SD,114060853,Intermediate Unit Name,Berks County IU 14
Brandywine Heights Area SD,114060853,Intermediate Unit Website,http://www.berksiu.org
Brandywine Heights Area SD,114060853,Male,52.42
Brandywine Heights Area SD,114060853,Military Connected,0.14
Brandywine Heights Area SD,114060853,Native Hawaiian or other Pacific Islander ,0
Brandywine Heights Area SD,114060853,Number of Schools,3
Brandywine Heights Area SD,114060853,Percent of Gifted Students,3.64
Brandywine Heights Area SD,114060853,Special Education,21.3
Brandywine Heights Area SD,114060853,Telephone Number,610-682-5100
Brandywine Heights Area SD,114060853,Website,http://www.bhasd.org
Brandywine Heights Area SD,114060853,White ,91.03
Brentwood Borough SD,103021453,2 or More Races,3.62
Brentwood Borough SD,103021453,American Indian/Alaskan Native ,0.25
Brentwood Borough SD,103021453,Asian ,6.83
Brentwood Borough SD,103021453,Black/African American ,6.26
Brentwood Borough SD,103021453,Career and Technical Center Name,Steel Center for Career and Technical Education
Brentwood Borough SD,103021453,Career and Technical Center Website,http://www.steelcentertech.com
Brentwood Borough SD,103021453,Charter School Enrollment,48
Brentwood Borough SD,103021453,District Address (City),Pittsburgh
Brentwood Borough SD,103021453,District Address (State),PA
Brentwood Borough SD,103021453,District Address (Street),3601 Brownsville Rd
Brentwood Borough SD,103021453,District Enrollment,1215
Brentwood Borough SD,103021453,District Name,Brentwood Borough SD
Brentwood Borough SD,103021453,District Zip Code,15227
Brentwood Borough SD,103021453,Economically Disadvantaged,53
Brentwood Borough SD,103021453,English Learner,6.75
Brentwood Borough SD,103021453,Enrollment in Partnering Career and Technical Center(s),53
Brentwood Borough SD,103021453,Female,48.07
Brentwood Borough SD,103021453,Foster Care,0.25
Brentwood Borough SD,103021453,Geographic Size of District (Square Miles),1.45
Brentwood Borough SD,103021453,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Brentwood Borough SD,103021453,Hispanic ,4.61
Brentwood Borough SD,103021453,Homeless,0.49
Brentwood Borough SD,103021453,Intermediate Unit Name,Allegheny IU 3
Brentwood Borough SD,103021453,Intermediate Unit Website,http://www.aiu3.net
Brentwood Borough SD,103021453,Male,51.93
Brentwood Borough SD,103021453,Military Connected,0
Brentwood Borough SD,103021453,Native Hawaiian or other Pacific Islander ,0.41
Brentwood Borough SD,103021453,Number of Schools,4
Brentwood Borough SD,103021453,Percent of Gifted Students,2.3
Brentwood Borough SD,103021453,Special Education,15.47
Brentwood Borough SD,103021453,Telephone Number,412-881-2227
Brentwood Borough SD,103021453,Website,http://www.bb-sd.com
Brentwood Borough SD,103021453,White ,78.02
Bristol Borough SD,122091303,2 or More Races,15.43
Bristol Borough SD,122091303,American Indian/Alaskan Native ,0.08
Bristol Borough SD,122091303,Asian ,1.27
Bristol Borough SD,122091303,Black/African American ,16.85
Bristol Borough SD,122091303,Career and Technical Center Name,Bucks County Technical High School
Bristol Borough SD,122091303,Career and Technical Center Website,http://www.bcths.com
Bristol Borough SD,122091303,Charter School Enrollment,66
Bristol Borough SD,122091303,District Address (City),Bristol
Bristol Borough SD,122091303,District Address (State),PA
Bristol Borough SD,122091303,District Address (Street),1776 Farragut Avenue
Bristol Borough SD,122091303,District Enrollment,1264
Bristol Borough SD,122091303,District Name,Bristol Borough SD
Bristol Borough SD,122091303,District Zip Code,19007
Bristol Borough SD,122091303,Economically Disadvantaged,72.47
Bristol Borough SD,122091303,English Learner,1.5
Bristol Borough SD,122091303,Enrollment in Partnering Career and Technical Center(s),57
Bristol Borough SD,122091303,Female,47.39
Bristol Borough SD,122091303,Foster Care,0.95
Bristol Borough SD,122091303,Geographic Size of District (Square Miles),1.86
Bristol Borough SD,122091303,Grades Offered,"PreKH, PreKF, K4H, K4F, K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Bristol Borough SD,122091303,Hispanic ,20.81
Bristol Borough SD,122091303,Homeless,2.45
Bristol Borough SD,122091303,Intermediate Unit Name,Bucks County IU 22
Bristol Borough SD,122091303,Intermediate Unit Website,http://www.bucksiu.org
Bristol Borough SD,122091303,Male,52.61
Bristol Borough SD,122091303,Military Connected,0.47
Bristol Borough SD,122091303,Native Hawaiian or other Pacific Islander ,0
Bristol Borough SD,122091303,Number of Schools,3
Bristol Borough SD,122091303,Percent of Gifted Students,3.48
Bristol Borough SD,122091303,Special Education,19.54
Bristol Borough SD,122091303,Telephone Number,215-781-1000
Bristol Borough SD,122091303,Website,http://www.bbsd.org
Bristol Borough SD,122091303,White ,45.57
Bristol Township SD,122091352,2 or More Races,9.57
Bristol Township SD,122091352,American Indian/Alaskan Native ,0.3
Bristol Township SD,122091352,Asian ,2.59
Bristol Township SD,122091352,Black/African American ,15.75
Bristol Township SD,122091352,Career and Technical Center Name,Bucks County Technical High School
Bristol Township SD,122091352,Career and Technical Center Website,http://www.bcths.com
Bristol Township SD,122091352,Charter School Enrollment,355
Bristol Township SD,122091352,District Address (City),Levittown
Bristol Township SD,122091352,District Address (State),PA
Bristol Township SD,122091352,District Address (Street),5 Blue Lake Rd
Bristol Township SD,122091352,District Enrollment,6342
Bristol Township SD,122091352,District Name,Bristol Township SD
Bristol Township SD,122091352,District Zip Code,19057
Bristol Township SD,122091352,Economically Disadvantaged,63.8
Bristol Township SD,122091352,English Learner,4.87
Bristol Township SD,122091352,Enrollment in Partnering Career and Technical Center(s),414
Bristol Township SD,122091352,Female,48.45
Bristol Township SD,122091352,Foster Care,0.95
Bristol Township SD,122091352,Geographic Size of District (Square Miles),17.2
Bristol Township SD,122091352,Grades Offered,"PreKH, PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Bristol Township SD,122091352,Hispanic ,13.81
Bristol Township SD,122091352,Homeless,1.86
Bristol Township SD,122091352,Intermediate Unit Name,Bucks County IU 22
Bristol Township SD,122091352,Intermediate Unit Website,http://www.bucksiu.org
Bristol Township SD,122091352,Male,51.55
Bristol Township SD,122091352,Military Connected,0
Bristol Township SD,122091352,Native Hawaiian or other Pacific Islander ,0.24
Bristol Township SD,122091352,Number of Schools,6
Bristol Township SD,122091352,Percent of Gifted Students,1.39
Bristol Township SD,122091352,Special Education,19.88
Bristol Township SD,122091352,Telephone Number,215-943-3200
Bristol Township SD,122091352,Website,http://www.btsd.us/
Bristol Township SD,122091352,White ,57.74
Brockway Area SD,106330703,2 or More Races,0.83
Brockway Area SD,106330703,American Indian/Alaskan Native ,0
Brockway Area SD,106330703,Asian ,0.31
Brockway Area SD,106330703,Black/African American ,0.83
Brockway Area SD,106330703,Career and Technical Center Name,Jefferson County-DuBois AVTS
Brockway Area SD,106330703,Career and Technical Center Website,http://jefftech.info
Brockway Area SD,106330703,Charter School Enrollment,3
Brockway Area SD,106330703,District Address (City),Brockway
Brockway Area SD,106330703,District Address (State),PA
Brockway Area SD,106330703,District Address (Street),40 North St
Brockway Area SD,106330703,District Enrollment,966
Brockway Area SD,106330703,District Name,Brockway Area SD
Brockway Area SD,106330703,District Zip Code,15824
Brockway Area SD,106330703,Economically Disadvantaged,44.82
Brockway Area SD,106330703,English Learner,0.1
Brockway Area SD,106330703,Enrollment in Partnering Career and Technical Center(s),43
Brockway Area SD,106330703,Female,49.59
Brockway Area SD,106330703,Foster Care,0.31
Brockway Area SD,106330703,Geographic Size of District (Square Miles),130.4
Brockway Area SD,106330703,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Brockway Area SD,106330703,Hispanic ,0.52
Brockway Area SD,106330703,Homeless,1.14
Brockway Area SD,106330703,Intermediate Unit Name,Riverview IU 6
Brockway Area SD,106330703,Intermediate Unit Website,http://www.riu6.org
Brockway Area SD,106330703,Male,50.41
Brockway Area SD,106330703,Military Connected,0.41
Brockway Area SD,106330703,Native Hawaiian or other Pacific Islander ,0.1
Brockway Area SD,106330703,Number of Schools,2
Brockway Area SD,106330703,Percent of Gifted Students,3.62
Brockway Area SD,106330703,Special Education,15.01
Brockway Area SD,106330703,Telephone Number,814-265-8411
Brockway Area SD,106330703,Website,http://www.brockway.k12.pa.us
Brockway Area SD,106330703,White ,97.41
Brookville Area SD,106330803,2 or More Races,1.09
Brookville Area SD,106330803,American Indian/Alaskan Native ,0.27
Brookville Area SD,106330803,Asian ,0.75
Brookville Area SD,106330803,Black/African American ,0.14
Brookville Area SD,106330803,Career and Technical Center Name,Jefferson County-DuBois AVTS
Brookville Area SD,106330803,Career and Technical Center Website,http://jefftech.info
Brookville Area SD,106330803,Charter School Enrollment,18
Brookville Area SD,106330803,District Address (City),Brookville
Brookville Area SD,106330803,District Address (State),PA
Brookville Area SD,106330803,District Address (Street),104 Jenks Street
Brookville Area SD,106330803,District Enrollment,1463
Brookville Area SD,106330803,District Name,Brookville Area SD
Brookville Area SD,106330803,District Zip Code,15825
Brookville Area SD,106330803,Economically Disadvantaged,46.27
Brookville Area SD,106330803,English Learner,0.62
Brookville Area SD,106330803,Enrollment in Partnering Career and Technical Center(s),58
Brookville Area SD,106330803,Female,49.56
Brookville Area SD,106330803,Foster Care,0.62
Brookville Area SD,106330803,Geographic Size of District (Square Miles),262.95
Brookville Area SD,106330803,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Brookville Area SD,106330803,Hispanic ,1.5
Brookville Area SD,106330803,Homeless,2.12
Brookville Area SD,106330803,Intermediate Unit Name,Riverview IU 6
Brookville Area SD,106330803,Intermediate Unit Website,http://www.riu6.org
Brookville Area SD,106330803,Male,50.44
Brookville Area SD,106330803,Military Connected,2.87
Brookville Area SD,106330803,Native Hawaiian or other Pacific Islander ,0
Brookville Area SD,106330803,Number of Schools,4
Brookville Area SD,106330803,Percent of Gifted Students,2.53
Brookville Area SD,106330803,Special Education,16.27
Brookville Area SD,106330803,Telephone Number,814-849-1100
Brookville Area SD,106330803,Website,http://www.basd.us
Brookville Area SD,106330803,White ,96.24
Brownsville Area SD,101260803,2 or More Races,3.69
Brownsville Area SD,101260803,American Indian/Alaskan Native ,0.39
Brownsville Area SD,101260803,Asian ,0.19
Brownsville Area SD,101260803,Black/African American ,11.38
Brownsville Area SD,101260803,Career and Technical Center Name,Fayette County Career & Technical Institute
Brownsville Area SD,101260803,Career and Technical Center Website,http://www.fayettecti.org
Brownsville Area SD,101260803,Charter School Enrollment,80
Brownsville Area SD,101260803,District Address (City),Brownsville
Brownsville Area SD,101260803,District Address (State),PA
Brownsville Area SD,101260803,District Address (Street),5 Falcon Drive
Brownsville Area SD,101260803,District Enrollment,1546
Brownsville Area SD,101260803,District Name,Brownsville Area SD
Brownsville Area SD,101260803,District Zip Code,15417
Brownsville Area SD,101260803,Economically Disadvantaged,74.13
Brownsville Area SD,101260803,English Learner,0
Brownsville Area SD,101260803,Enrollment in Partnering Career and Technical Center(s),69
Brownsville Area SD,101260803,Female,48.9
Brownsville Area SD,101260803,Foster Care,0.71
Brownsville Area SD,101260803,Geographic Size of District (Square Miles),56.66
Brownsville Area SD,101260803,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Brownsville Area SD,101260803,Hispanic ,0.84
Brownsville Area SD,101260803,Homeless,0.84
Brownsville Area SD,101260803,Intermediate Unit Name,Intermediate Unit 1
Brownsville Area SD,101260803,Intermediate Unit Website,http://www.iu1.org
Brownsville Area SD,101260803,Male,51.1
Brownsville Area SD,101260803,Military Connected,0
Brownsville Area SD,101260803,Native Hawaiian or other Pacific Islander ,0.13
Brownsville Area SD,101260803,Number of Schools,3
Brownsville Area SD,101260803,Percent of Gifted Students,1.49
Brownsville Area SD,101260803,Special Education,20.83
Brownsville Area SD,101260803,Telephone Number,724-785-2021
Brownsville Area SD,101260803,Website,http://www.basd.org
Brownsville Area SD,101260803,White ,83.38
Burgettstown Area SD,101631203,2 or More Races,3.32
Burgettstown Area SD,101631203,American Indian/Alaskan Native ,0.28
Burgettstown Area SD,101631203,Asian ,0.28
Burgettstown Area SD,101631203,Black/African American ,0.47
Burgettstown Area SD,101631203,Career and Technical Center Name,Western Area CTC
Burgettstown Area SD,101631203,Career and Technical Center Website,http://www.wactc.net
Burgettstown Area SD,101631203,Charter School Enrollment,46
Burgettstown Area SD,101631203,District Address (City),Burgettstown
Burgettstown Area SD,101631203,District Address (State),PA
Burgettstown Area SD,101631203,District Address (Street),100 Bavington Rd
Burgettstown Area SD,101631203,District Enrollment,1053
Burgettstown Area SD,101631203,District Name,Burgettstown Area SD
Burgettstown Area SD,101631203,District Zip Code,15021
Burgettstown Area SD,101631203,Economically Disadvantaged,41.79
Burgettstown Area SD,101631203,English Learner,0.19
Burgettstown Area SD,101631203,Enrollment in Partnering Career and Technical Center(s),47
Burgettstown Area SD,101631203,Female,49.57
Burgettstown Area SD,101631203,Foster Care,0.57
